order_uid	previous_order_status	transition_name	new_order_status	user_role	date_time	comment
00ade521-d0e3-4159-b3f7-a55c3d654347	in_qa	deliver	delivered	qa	2017-01-24 10:08:00	first delivery
00ade521-d0e3-4159-b3f7-a55c3d654347	delivered	refuse	refused	customer	2017-02-02 10:53:00	last_refusal_date
00ade521-d0e3-4159-b3f7-a55c3d654347	refused	require_revision	in_qa	pm		send_back_to_qa
02453317-1666-4225-ba81-e8cfd6d0bfa2	in_qa	deliver	delivered	qa	2017-01-20 14:23:00	first delivery
02453317-1666-4225-ba81-e8cfd6d0bfa2	delivered	refuse	refused	customer	2017-02-09 10:06:00	last_refusal_date
02453317-1666-4225-ba81-e8cfd6d0bfa2	refused	require_revision	in_qa	pm		send_back_to_qa
02453317-1666-4225-ba81-e8cfd6d0bfa2	in_qa	deliver	delivered	qa	2017-02-23 22:54:40	last_deliver_date
0328c4de-2c40-42b2-9548-f5e70f9c98c0	in_qa	deliver	delivered	qa	2017-01-17 11:28:00	first delivery
0328c4de-2c40-42b2-9548-f5e70f9c98c0	delivered	refuse	refused	customer	2017-02-03 05:57:00	last_refusal_date
0328c4de-2c40-42b2-9548-f5e70f9c98c0	refused	require_revision	in_qa	pm		send_back_to_qa
0328c4de-2c40-42b2-9548-f5e70f9c98c0	in_qa	deliver	delivered	qa	2017-02-10 12:30:00	last_deliver_date
04a493a0-64a4-4bc7-8828-bd4241a4d091	in_qa	deliver	delivered	qa	2016-11-07 12:23:00	first delivery
04a493a0-64a4-4bc7-8828-bd4241a4d091	delivered	refuse	refused	customer	2016-11-30 16:45:00	refusal
04a493a0-64a4-4bc7-8828-bd4241a4d091	refused	require_revision	in_qa	pm		send_back_to_qa
04a493a0-64a4-4bc7-8828-bd4241a4d091	in_qa	deliver	delivered	qa	2017-01-20 16:11:00	deliver_add._transition
04cd2a3a-cfb4-468c-be48-1b8510d02035	in_qa	deliver	delivered	qa	2017-01-02 15:39:00	first delivery
04cd2a3a-cfb4-468c-be48-1b8510d02035	delivered	refuse	refused	customer	2017-01-24 11:36:00	refusal
04cd2a3a-cfb4-468c-be48-1b8510d02035	refused	require_revision	in_qa	pm		send_back_to_qa
04fcd194-fb96-40a2-9704-369057405b52	in_qa	deliver	delivered	qa	2017-01-20 13:17:00	first delivery
04fcd194-fb96-40a2-9704-369057405b52	delivered	refuse	refused	customer	2017-02-10 06:41:00	refusal
04fcd194-fb96-40a2-9704-369057405b52	refused	require_revision	in_qa	pm		send_back_to_qa
05cc0458-24dc-4850-ac28-f06486a440f4	in_qa	deliver	delivered	qa	2016-11-09 17:31:00	first delivery
05cc0458-24dc-4850-ac28-f06486a440f4	delivered	refuse	refused	customer	2016-11-28 10:56:00	refusal
05cc0458-24dc-4850-ac28-f06486a440f4	refused	require_revision	in_qa	pm		send_back_to_qa
05cc0458-24dc-4850-ac28-f06486a440f4	in_qa	deliver	delivered	qa	2017-01-25 15:07:00	deliver_add._transition
0644ab3d-646e-4089-a582-27b7c323e827	in_qa	deliver	delivered	qa	2016-12-20 17:15:00	first delivery
0644ab3d-646e-4089-a582-27b7c323e827	delivered	refuse	refused	customer	2016-12-27 10:44:00	refusal
0644ab3d-646e-4089-a582-27b7c323e827	refused	require_revision	in_qa	pm		send_back_to_qa
0644ab3d-646e-4089-a582-27b7c323e827	in_qa	deliver	delivered	qa	2017-01-09 17:30:00	deliver_add._transition
078f5b8c-2872-4cd1-8220-903ff1c6f2c0	in_qa	deliver	delivered	qa	2017-01-18 09:02:00	first delivery
078f5b8c-2872-4cd1-8220-903ff1c6f2c0	delivered	refuse	refused	customer	2017-02-06 10:15:00	refusal
078f5b8c-2872-4cd1-8220-903ff1c6f2c0	refused	require_revision	in_qa	pm		send_back_to_qa
078f5b8c-2872-4cd1-8220-903ff1c6f2c0	in_qa	deliver	delivered	qa	2017-02-07 15:13:00	deliver_add._transition
0a44e470-c2ce-44fc-a4f7-7d2559dfcf1c	in_qa	deliver	delivered	qa	2016-10-26 14:41:00	first delivery
0a44e470-c2ce-44fc-a4f7-7d2559dfcf1c	delivered	refuse	refused	customer	2016-11-25 06:14:00	refusal
0de38639-9082-4ec8-8325-ed8463a0aa3f	in_qa	deliver	delivered	qa	2016-12-27 11:42:00	first delivery
0de38639-9082-4ec8-8325-ed8463a0aa3f	delivered	refuse	refused	customer	2017-01-16 11:20:00	refusal
0de38639-9082-4ec8-8325-ed8463a0aa3f	refused	require_revision	in_qa	pm		send_back_to_qa
0de38639-9082-4ec8-8325-ed8463a0aa3f	in_qa	deliver	delivered	qa	2017-02-10 10:54:00	deliver_add._transition
0f501c2a-a481-4e1d-b2da-5fe7be844dab	in_qa	deliver	delivered	qa	2016-12-07 10:59:00	first delivery
0f501c2a-a481-4e1d-b2da-5fe7be844dab	delivered	refuse	refused	customer	2016-12-21 09:51:00	refusal
0f501c2a-a481-4e1d-b2da-5fe7be844dab	refused	require_revision	in_qa	pm		send_back_to_qa
0f501c2a-a481-4e1d-b2da-5fe7be844dab	in_qa	deliver	delivered	qa	2017-01-25 14:30:00	deliver_add._transition
10822938-d8ac-4104-a5d3-37201deeaa26	in_qa	deliver	delivered	qa	2016-10-24 13:50:00	first delivery
10822938-d8ac-4104-a5d3-37201deeaa26	delivered	refuse	refused	customer	2016-11-30 00:00:00	refusal
10822938-d8ac-4104-a5d3-37201deeaa26	refused	require_revision	in_qa	pm		send_back_to_qa
10822938-d8ac-4104-a5d3-37201deeaa26	in_qa	deliver	delivered	qa	2017-01-12 12:20:00	deliver_add._transition
14fc7ccd-2067-4c19-b560-eadf8ed32f93	in_qa	deliver	delivered	qa	2016-11-11 10:24:00	first delivery
14fc7ccd-2067-4c19-b560-eadf8ed32f93	delivered	refuse	refused	customer	2016-12-14 05:22:00	refusal
14fc7ccd-2067-4c19-b560-eadf8ed32f93	refused	require_revision	in_qa	pm		send_back_to_qa
15972a72-73bd-4c17-9ee6-aeb5e9155963	in_qa	deliver	delivered	qa	2016-12-29 11:53:00	first delivery
15972a72-73bd-4c17-9ee6-aeb5e9155963	delivered	refuse	refused	customer	2017-01-19 07:28:00	refusal
15972a72-73bd-4c17-9ee6-aeb5e9155963	refused	require_revision	in_qa	pm		send_back_to_qa
15972a72-73bd-4c17-9ee6-aeb5e9155963	in_qa	deliver	delivered	qa	2017-01-20 12:09:00	deliver_add._transition
15e8293a-9039-46dd-9ec9-72df0f07255b	in_qa	deliver	delivered	qa	2016-10-31 12:57:00	first delivery
15e8293a-9039-46dd-9ec9-72df0f07255b	delivered	refuse	refused	customer	2016-11-07 00:00:00	refusal
15e8293a-9039-46dd-9ec9-72df0f07255b	refused	require_revision	in_qa	pm		send_back_to_qa
15ff0312-7880-416d-986b-64293f51aa7d	in_qa	deliver	delivered	qa	2016-12-29 13:03:00	first delivery
15ff0312-7880-416d-986b-64293f51aa7d	delivered	refuse	refused	customer	2017-01-19 10:31:00	refusal
15ff0312-7880-416d-986b-64293f51aa7d	refused	require_revision	in_qa	pm		send_back_to_qa
15ff0312-7880-416d-986b-64293f51aa7d	in_qa	deliver	delivered	qa	2017-01-20 12:07:00	deliver_add._transition
1672fe6d-36b0-471e-8e2f-67e7c153096c	in_qa	deliver	delivered	qa	2016-10-27 09:16:00	first delivery
1672fe6d-36b0-471e-8e2f-67e7c153096c	delivered	refuse	refused	customer	2016-11-02 00:00:00	refusal
1672fe6d-36b0-471e-8e2f-67e7c153096c	refused	require_revision	in_qa	pm		send_back_to_qa
1672fe6d-36b0-471e-8e2f-67e7c153096c	in_qa	deliver	delivered	qa	2017-01-30 04:57:09	deliver_add._transition
16ff4bc7-95d8-46dc-a38b-f153f6d8ef55	in_qa	deliver	delivered	qa	2016-10-31 16:13:00	first delivery
